order_id,order_status,order_created_at,order_date,payment_at,shipping_deadline,shipping_arranged_at,order_completed_at,payment_lead_time_minutes,processing_time_minutes,completion_time_hours,deadline_margin_minutes,is_cancelled,has_started_fulfillment,cancellation_stage,processing_category,is_late_shipment,is_returned,returned_items,total_items,unique_products,is_deadline_risk,cancellation_category
251006C45QFTGJ,Selesai,2025-10-06 09:26:00,2025-10-06,2025-10-06 09:26:00,2025-10-06 23:59:00,2025-10-06 18:01:00,2025-10-11 08:49:00,0.0,515.0,110.8,358.0,0,1,Not Cancelled,Normal,0,0,0,1,1,0,Not Cancelled
251006C464V8XX,Batal,2025-10-06 09:26:00,2025-10-06,2025-10-06 09:27:00,2025-10-06 23:59:00,,,1.0,,,,1,0,Pre-Fulfillment,Not Processed,0,0,0,1,1,0,Change Order
251006C4800AUS,Batal,2025-10-06 09:28:00,2025-10-06,2025-10-06 09:28:00,2025-10-06 23:59:00,2025-10-06 18:04:00,,0.0,516.0,,355.0,1,1,Post-Fulfillment Initiation,Normal,0,0,0,1,1,0,Delivery Failed
251006C4DWRTXJ,Selesai,2025-10-06 09:31:00,2025-10-06,2025-10-06 09:33:00,2025-10-06 23:59:00,2025-10-06 17:59:00,2025-10-10 03:09:00,2.0,508.0,81.16666666666667,360.0,0,1,Not Cancelled,Normal,0,0,0,1,1,0,Not Cancelled
251006C4JNBY8G,Selesai,2025-10-06 09:33:00,2025-10-06,2025-10-06 09:34:00,2025-10-06 23:59:00,2025-10-06 18:01:00,2025-10-21 17:48:00,1.0,508.0,359.78333333333336,358.0,0,1,Not Cancelled,Normal,0,0,0,1,1,0,Not Cancelled
251006C4YM89GT,Selesai,2025-10-06 09:41:00,2025-10-06,2025-10-06 09:41:00,2025-10-06 23:59:00,2025-10-06 18:03:00,2025-10-10 11:12:00,0.0,502.0,89.15,356.0,0,1,Not Cancelled,Normal,0,0,0,1,1,0,Not Cancelled
251006C570Q033,Batal,2025-10-06 09:45:00,2025-10-06,2025-10-06 09:45:00,2025-10-06 23:59:00,2025-10-07 18:46:00,,0.0,1981.0,,-1127.0,1,1,Post-Fulfillment Initiation,Attention,1,0,0,1,1,0,Delivery Failed
251006C62MT9VR,Selesai,2025-10-06 10:00:00,2025-10-06,2025-10-06 10:01:00,2025-10-06 23:59:00,2025-10-06 18:01:00,2025-10-16 15:58:00,1.0,481.0,237.95,358.0,0,1,Not Cancelled,Normal,0,0,0,1,1,0,Not Cancelled
251006C65M78FQ,Selesai,2025-10-06 10:02:00,2025-10-06,2025-10-06 10:02:00,2025-10-06 23:59:00,2025-10-06 18:04:00,2025-10-14 14:10:00,0.0,482.0,188.1,355.0,0,1,Not Cancelled,Normal,0,0,0,1,1,0,Not Cancelled
251006C6K8WG37,Selesai,2025-10-06 10:10:00,2025-10-06,2025-10-06 10:10:00,2025-10-06 23:59:00,2025-10-06 17:59:00,2025-10-09 13:47:00,0.0,469.0,67.8,360.0,0,1,Not Cancelled,Normal,0,0,0,1,1,0,Not Cancelled
251006C6XHDQN9,Selesai,2025-10-06 10:16:00,2025-10-06,2025-10-06 10:16:00,2025-10-06 23:59:00,2025-10-06 18:03:00,2025-10-08 18:59:00,0.0,467.0,48.93333333333333,356.0,0,1,Not Cancelled,Normal,0,0,0,1,1,0,Not Cancelled
251006C7C0GMKY,Selesai,2025-10-06 10:23:00,2025-10-06,2025-10-06 10:23:00,2025-10-06 23:59:00,2025-10-06 18:04:00,2025-10-10 07:13:00,0.0,461.0,85.15,355.0,0,1,Not Cancelled,Normal,0,0,0,1,1,0,Not Cancelled
251006C7YCE8JK,Selesai,2025-10-06 10:34:00,2025-10-06,2025-10-06 10:34:00,2025-10-06 23:59:00,2025-10-06 18:02:00,2025-10-20 23:37:00,0.0,448.0,341.5833333333333,357.0,0,1,Not Cancelled,Normal,0,0,0,1,1,0,Not Cancelled
251006C8J2C5XM,Selesai,2025-10-06 10:45:00,2025-10-06,2025-10-06 10:45:00,2025-10-06 23:59:00,2025-10-06 15:13:00,2025-10-09 14:58:00,0.0,268.0,71.75,526.0,0,1,Not Cancelled,Normal,0,0,0,1,1,0,Not Cancelled
251006C99RFMXN,Selesai,2025-10-06 10:58:00,2025-10-06,2025-10-06 10:58:00,2025-10-06 23:59:00,2025-10-06 17:59:00,2025-10-09 18:27:00,0.0,421.0,72.46666666666667,360.0,0,1,Not Cancelled,Normal,0,0,0,1,1,0,Not Cancelled
251006C9K4XV8P,Selesai,2025-10-06 11:03:00,2025-10-06,2025-10-06 11:04:00,2025-10-06 23:59:00,2025-10-06 18:06:00,2025-10-16 15:18:00,1.0,423.0,237.2,353.0,0,1,Not Cancelled,Normal,0,0,0,1,1,0,Not Cancelled
251006C9N8NSB1,Batal,2025-10-06 11:04:00,2025-10-06,2025-10-06 11:04:00,2025-10-06 23:59:00,,,0.0,,,,1,0,Pre-Fulfillment,Not Processed,0,0,0,1,1,0,Change Order
251006C9PYXTET,Selesai,2025-10-06 11:05:00,2025-10-06,2025-10-06 11:06:00,2025-10-06 23:59:00,2025-10-06 15:13:00,2025-10-08 13:30:00,1.0,248.0,46.28333333333333,526.0,0,1,Not Cancelled,Normal,0,0,0,1,1,0,Not Cancelled
251006C9TVX2PD,Selesai,2025-10-06 11:08:00,2025-10-06,2025-10-06 11:08:00,2025-10-06 23:59:00,2025-10-06 17:59:00,2025-10-17 22:00:00,0.0,411.0,268.01666666666665,360.0,0,1,Not Cancelled,Normal,0,0,0,1,1,0,Not Cancelled
251006CA6X6B1X,Selesai,2025-10-06 11:14:00,2025-10-06,2025-10-06 11:15:00,2025-10-06 23:59:00,2025-10-06 15:13:00,2025-10-07 16:02:00,1.0,239.0,24.816666666666666,526.0,0,1,Not Cancelled,Normal,0,0,0,1,1,0,Not Cancelled
251006CAKFNNA7,Batal,2025-10-06 11:21:00,2025-10-06,2025-10-06 11:21:00,2025-10-06 23:59:00,2025-10-06 18:06:00,,0.0,405.0,,353.0,1,1,Post-Fulfillment Initiation,Normal,0,0,0,1,1,0,Delivery Failed
251006CAWUK2G1,Selesai,2025-10-06 11:27:00,2025-10-06,2025-10-06 11:27:00,2025-10-06 23:59:00,2025-10-06 15:13:00,2025-10-12 20:57:00,0.0,226.0,149.73333333333332,526.0,0,1,Not Cancelled,Normal,0,0,0,2,2,0,Not Cancelled
251006CBE0F032,Selesai,2025-10-06 11:36:00,2025-10-06,2025-10-06 11:36:00,2025-10-06 23:59:00,2025-10-06 18:05:00,2025-10-15 20:50:00,0.0,389.0,218.75,354.0,0,1,Not Cancelled,Normal,0,0,0,1,1,0,Not Cancelled
251006CBMDGR37,Selesai,2025-10-06 11:40:00,2025-10-06,2025-10-06 11:40:00,2025-10-06 23:59:00,2025-10-06 18:01:00,2025-10-09 13:08:00,0.0,381.0,67.11666666666666,358.0,0,1,Not Cancelled,Normal,0,0,0,1,1,0,Not Cancelled
251006CCS0JWKV,Selesai,2025-10-06 12:00:00,2025-10-06,2025-10-06 12:00:00,2025-10-07 23:59:00,2025-10-07 18:42:00,2025-10-15 17:14:00,0.0,1842.0,190.53333333333333,317.0,0,1,Not Cancelled,Normal,0,0,0,1,1,0,Not Cancelled
251006CD6EP7WS,Batal,2025-10-06 12:08:00,2025-10-06,2025-10-06 12:08:00,2025-10-07 23:59:00,2025-10-07 13:46:00,,0.0,1538.0,,613.0,1,1,Post-Fulfillment Initiation,Normal,0,0,0,1,1,0,Delivery Failed
251006CDBSDN4X,Selesai,2025-10-06 12:11:00,2025-10-06,2025-10-06 12:11:00,2025-10-07 23:59:00,2025-10-07 18:42:00,2025-10-20 13:53:00,0.0,1831.0,307.18333333333334,317.0,0,1,Not Cancelled,Normal,0,0,0,1,1,0,Not Cancelled
251006CEYRK19A,Selesai,2025-10-06 12:40:00,2025-10-06,2025-10-06 12:40:00,2025-10-07 23:59:00,2025-10-07 13:46:00,2025-10-15 16:44:00,0.0,1506.0,194.96666666666667,613.0,0,1,Not Cancelled,Normal,0,0,0,1,1,0,Not Cancelled
251006CGDS4ER1,Selesai,2025-10-06 13:05:00,2025-10-06,2025-10-06 13:06:00,2025-10-07 23:59:00,2025-10-07 13:42:00,2025-10-10 09:49:00,1.0,1477.0,68.11666666666666,617.0,0,1,Not Cancelled,Normal,0,0,0,1,1,0,Not Cancelled
251006CH5KYWU6,Selesai,2025-10-06 13:19:00,2025-10-06,2025-10-06 13:19:00,2025-10-07 23:59:00,2025-10-07 13:45:00,2025-10-13 07:05:00,0.0,1466.0,137.33333333333334,614.0,0,1,Not Cancelled,Normal,0,0,0,1,1,0,Not Cancelled
251006CHU7FTDS,Selesai,2025-10-06 13:31:00,2025-10-06,2025-10-06 13:31:00,2025-10-07 23:59:00,2025-10-07 13:45:00,2025-10-15 15:59:00,0.0,1454.0,194.23333333333332,614.0,0,1,Not Cancelled,Normal,0,0,0,1,1,0,Not Cancelled
251006CKE49W56,Selesai,2025-10-06 13:59:00,2025-10-06,2025-10-06 14:00:00,2025-10-07 23:59:00,2025-10-07 14:54:00,2025-10-08 21:43:00,1.0,1495.0,30.816666666666666,545.0,0,1,Not Cancelled,Normal,0,0,0,1,1,0,Not Cancelled
251006CKHH0DF8,Selesai,2025-10-06 14:01:00,2025-10-06,2025-10-06 14:01:00,2025-10-07 23:59:00,2025-10-07 13:43:00,2025-10-16 14:01:00,0.0,1422.0,216.3,616.0,0,1,Not Cancelled,Normal,0,0,0,1,1,0,Not Cancelled
251006CKYN22YD,Selesai,2025-10-06 14:09:00,2025-10-06,2025-10-06 14:09:00,2025-10-07 23:59:00,2025-10-07 18:45:00,2025-10-15 18:03:00,0.0,1716.0,191.3,314.0,0,1,Not Cancelled,Normal,0,0,0,1,1,0,Not Cancelled
251006CMSMMJ2J,Selesai,2025-10-06 14:24:00,2025-10-06,2025-10-06 14:24:00,2025-10-07 23:59:00,2025-10-07 13:42:00,2025-10-12 15:35:00,0.0,1398.0,121.88333333333334,617.0,0,1,Not Cancelled,Normal,0,0,0,1,1,0,Not Cancelled
251006CMVSRAQF,Selesai,2025-10-06 14:25:00,2025-10-06,2025-10-06 14:26:00,2025-10-07 23:59:00,2025-10-07 13:43:00,2025-10-14 15:18:00,1.0,1398.0,169.58333333333334,616.0,0,1,Not Cancelled,Normal,0,0,0,1,1,0,Not Cancelled
251006CN1FFR6P,Selesai,2025-10-06 14:28:00,2025-10-06,2025-10-06 14:28:00,2025-10-07 23:59:00,2025-10-07 13:45:00,2025-10-14 08:29:00,0.0,1397.0,162.73333333333332,614.0,0,1,Not Cancelled,Normal,0,0,0,1,1,0,Not Cancelled
251006CP25NEQX,Selesai,2025-10-06 14:46:00,2025-10-06,2025-10-06 14:47:00,2025-10-07 23:59:00,2025-10-07 13:46:00,2025-10-14 14:43:00,1.0,1380.0,168.95,613.0,0,1,Not Cancelled,Normal,0,0,0,1,1,0,Not Cancelled
251006CPBWHHQA,Batal,2025-10-06 14:52:00,2025-10-06,,,,,,,,,1,0,Pre-Fulfillment,Not Processed,0,0,0,1,1,0,Voucher Issue
251006CPJM2TAW,Selesai,2025-10-06 14:56:00,2025-10-06,2025-10-06 14:59:00,2025-10-07 23:59:00,2025-10-07 18:43:00,2025-10-15 12:40:00,3.0,1667.0,185.95,316.0,0,1,Not Cancelled,Normal,0,0,0,1,1,0,Not Cancelled
251006CQUCPK20,Selesai,2025-10-06 15:18:00,2025-10-06,2025-10-06 15:18:00,2025-10-07 23:59:00,2025-10-07 13:46:00,2025-10-19 14:08:00,0.0,1348.0,288.3666666666667,613.0,0,1,Not Cancelled,Normal,0,0,0,1,1,0,Not Cancelled
251006CRCJ2WM7,Selesai,2025-10-06 15:28:00,2025-10-06,2025-10-06 15:28:00,2025-10-07 23:59:00,2025-10-07 13:45:00,2025-10-14 05:43:00,0.0,1337.0,159.96666666666667,614.0,0,1,Not Cancelled,Normal,0,0,0,1,1,0,Not Cancelled
251006CTAGQTST,Selesai,2025-10-06 16:03:00,2025-10-06,2025-10-06 16:03:00,2025-10-07 23:59:00,2025-10-07 13:42:00,2025-10-27 05:45:00,0.0,1299.0,472.05,617.0,0,1,Not Cancelled,Normal,0,0,0,1,1,0,Not Cancelled
251006CTDE6B4A,Batal,2025-10-06 16:04:00,2025-10-06,2025-10-06 16:04:00,2025-10-07 23:59:00,,,0.0,,,,1,0,Pre-Fulfillment,Not Processed,0,0,0,1,1,0,Other
251006CTNNDR89,Selesai,2025-10-06 16:09:00,2025-10-06,2025-10-06 16:09:00,2025-10-07 23:59:00,2025-10-07 13:42:00,2025-10-14 21:05:00,0.0,1293.0,175.38333333333333,617.0,0,1,Not Cancelled,Normal,0,0,0,1,1,0,Not Cancelled
251006CTSHCQDV,Selesai,2025-10-06 16:11:00,2025-10-06,2025-10-06 16:11:00,2025-10-07 23:59:00,2025-10-07 18:47:00,2025-10-11 17:13:00,0.0,1596.0,94.43333333333334,312.0,0,1,Not Cancelled,Normal,0,0,0,1,1,0,Not Cancelled
251006CTW9JKYR,Selesai,2025-10-06 16:13:00,2025-10-06,2025-10-06 16:14:00,2025-10-07 23:59:00,2025-10-07 18:42:00,2025-10-16 22:00:00,1.0,1589.0,219.3,317.0,0,1,Not Cancelled,Normal,0,0,0,1,1,0,Not Cancelled
251006CUTE7HJ5,Selesai,2025-10-06 16:29:00,2025-10-06,2025-10-06 16:29:00,2025-10-07 23:59:00,2025-10-07 18:47:00,2025-10-09 00:13:00,0.0,1578.0,29.433333333333334,312.0,0,1,Not Cancelled,Normal,0,0,0,1,1,0,Not Cancelled
251006CVHFDE15,Selesai,2025-10-06 16:42:00,2025-10-06,2025-10-06 16:45:00,2025-10-07 23:59:00,2025-10-07 13:44:00,2025-10-13 10:12:00,3.0,1262.0,140.46666666666667,615.0,0,1,Not Cancelled,Normal,0,0,0,1,1,0,Not Cancelled
251006CVSPM8KW,Selesai,2025-10-06 16:47:00,2025-10-06,2025-10-06 16:47:00,2025-10-07 23:59:00,2025-10-07 18:42:00,2025-10-18 16:07:00,0.0,1555.0,261.4166666666667,317.0,0,1,Not Cancelled,Normal,0,0,0,1,1,0,Not Cancelled
251006CW4MP08T,Selesai,2025-10-06 16:53:00,2025-10-06,2025-10-06 16:53:00,2025-10-07 23:59:00,2025-10-07 18:47:00,2025-10-08 18:26:00,0.0,1554.0,23.65,312.0,0,1,Not Cancelled,Normal,0,0,0,1,1,0,Not Cancelled
251006CWC5VKB6,Selesai,2025-10-06 16:57:00,2025-10-06,2025-10-06 16:57:00,2025-10-07 23:59:00,2025-10-07 13:45:00,2025-10-10 06:20:00,0.0,1248.0,64.58333333333333,614.0,0,1,Not Cancelled,Normal,0,0,0,1,1,0,Not Cancelled
251006CWMC6BAF,Selesai,2025-10-06 17:02:00,2025-10-06,2025-10-06 17:02:00,2025-10-07 23:59:00,2025-10-07 13:44:00,2025-10-19 14:41:00,0.0,1242.0,288.95,615.0,0,1,Not Cancelled,Normal,0,0,0,1,1,0,Not Cancelled
251006CXKTADP1,Selesai,2025-10-06 17:19:00,2025-10-06,2025-10-06 17:20:00,2025-10-07 23:59:00,2025-10-07 17:39:00,2025-10-09 18:26:00,1.0,1460.0,48.78333333333333,380.0,0,1,Not Cancelled,Normal,0,0,0,1,1,0,Not Cancelled
251006CY1GXVHH,Selesai,2025-10-06 17:27:00,2025-10-06,2025-10-06 17:27:00,2025-10-07 23:59:00,2025-10-07 13:42:00,2025-10-09 16:05:00,0.0,1215.0,50.38333333333333,617.0,0,1,Not Cancelled,Normal,0,0,0,1,1,0,Not Cancelled
251006CYN5FNK9,Selesai,2025-10-06 17:38:00,2025-10-06,2025-10-06 17:38:00,2025-10-07 23:59:00,2025-10-07 13:46:00,2025-10-16 16:47:00,0.0,1208.0,219.01666666666668,613.0,0,1,Not Cancelled,Normal,0,0,0,1,1,0,Not Cancelled
251006CYRRVEFS,Selesai,2025-10-06 17:40:00,2025-10-06,2025-10-06 17:40:00,2025-10-07 23:59:00,2025-10-07 13:45:00,2025-10-11 07:32:00,0.0,1205.0,89.78333333333333,614.0,0,1,Not Cancelled,Normal,0,0,0,1,1,0,Not Cancelled
251006CYS91UEC,Selesai,2025-10-06 17:40:00,2025-10-06,2025-10-06 17:41:00,2025-10-07 23:59:00,2025-10-07 13:45:00,2025-10-15 19:36:00,1.0,1205.0,197.85,614.0,0,1,Not Cancelled,Normal,0,0,0,1,1,0,Not Cancelled
251006CYX5F6JW,Selesai,2025-10-06 17:43:00,2025-10-06,2025-10-06 17:46:00,2025-10-07 23:59:00,2025-10-07 18:44:00,2025-10-08 14:44:00,3.0,1501.0,20.0,315.0,0,1,Not Cancelled,Normal,0,0,0,1,1,0,Not Cancelled
251006D04YV92Q,Batal,2025-10-06 17:47:00,2025-10-06,2025-10-06 17:47:00,2025-10-07 23:59:00,,,0.0,,,,1,0,Pre-Fulfillment,Not Processed,0,0,0,2,2,0,Other
251006D086V8EU,Selesai,2025-10-06 17:49:00,2025-10-06,2025-10-06 17:49:00,2025-10-07 23:59:00,2025-10-07 18:47:00,2025-10-17 11:25:00,0.0,1498.0,232.63333333333333,312.0,0,1,Not Cancelled,Normal,0,0,0,2,2,0,Not Cancelled
251006D0PBUWQ7,Selesai,2025-10-06 17:57:00,2025-10-06,2025-10-06 17:57:00,2025-10-07 23:59:00,2025-10-08 18:19:00,2025-10-21 14:38:00,0.0,2902.0,308.31666666666666,-1100.0,0,1,Not Cancelled,Slow,1,0,0,1,1,0,Not Cancelled
251006D0Y2B1E4,Selesai,2025-10-06 18:02:00,2025-10-06,2025-10-06 18:02:00,2025-10-07 23:59:00,2025-10-07 13:45:00,2025-10-18 09:08:00,0.0,1183.0,259.3833333333333,614.0,0,1,Not Cancelled,Normal,0,0,0,1,1,0,Not Cancelled
251006D18DSJB1,Selesai,2025-10-06 18:07:00,2025-10-06,2025-10-06 18:07:00,2025-10-07 23:59:00,2025-10-07 18:43:00,2025-10-11 14:44:00,0.0,1476.0,92.01666666666667,316.0,0,1,Not Cancelled,Normal,0,0,0,1,1,0,Not Cancelled
251006D1BXBFFY,Selesai,2025-10-06 18:09:00,2025-10-06,2025-10-06 18:09:00,2025-10-07 23:59:00,2025-10-07 13:43:00,2025-10-11 08:07:00,0.0,1174.0,90.4,616.0,0,1,Not Cancelled,Normal,0,0,0,1,1,0,Not Cancelled
251006D1EXNFDR,Selesai,2025-10-06 18:10:00,2025-10-06,2025-10-06 18:10:00,2025-10-07 23:59:00,2025-10-07 13:43:00,2025-10-17 09:46:00,0.0,1173.0,236.05,616.0,0,1,Not Cancelled,Normal,0,0,0,1,1,0,Not Cancelled
251006D1Y3HKT4,Batal,2025-10-06 18:19:00,2025-10-06,2025-10-06 18:19:00,2025-10-07 23:59:00,,,0.0,,,,1,0,Pre-Fulfillment,Not Processed,0,0,0,1,1,0,Other
251006D20K7EY8,Batal,2025-10-06 18:20:00,2025-10-06,2025-10-06 18:20:00,2025-10-07 23:59:00,,,0.0,,,,1,0,Pre-Fulfillment,Not Processed,0,0,0,1,1,0,Change Address
251006D22M3HMB,Selesai,2025-10-06 18:21:00,2025-10-06,2025-10-06 18:22:00,2025-10-07 23:59:00,2025-10-07 18:43:00,2025-10-17 11:58:00,1.0,1462.0,233.25,316.0,0,1,Not Cancelled,Normal,0,0,0,1,1,0,Not Cancelled
251006D27BRDMU,Selesai,2025-10-06 18:24:00,2025-10-06,2025-10-06 18:24:00,2025-10-07 23:59:00,2025-10-07 13:43:00,2025-10-13 20:47:00,0.0,1159.0,151.06666666666666,616.0,0,1,Not Cancelled,Normal,0,0,0,1,1,0,Not Cancelled
251006D2FPR676,Selesai,2025-10-06 18:29:00,2025-10-06,2025-10-06 18:29:00,2025-10-07 23:59:00,2025-10-07 18:45:00,2025-10-16 17:15:00,0.0,1456.0,214.5,314.0,0,1,Not Cancelled,Normal,0,0,0,1,1,0,Not Cancelled
251006D2RVF5QJ,Selesai,2025-10-06 18:34:00,2025-10-06,2025-10-06 18:34:00,2025-10-07 23:59:00,2025-10-07 13:44:00,2025-10-09 18:23:00,0.0,1150.0,52.65,615.0,0,1,Not Cancelled,Normal,0,0,0,1,1,0,Not Cancelled
251006D33C61G3,Selesai,2025-10-06 18:40:00,2025-10-06,2025-10-06 18:40:00,2025-10-07 23:59:00,2025-10-07 13:43:00,2025-10-19 20:10:00,0.0,1143.0,294.45,616.0,0,1,Not Cancelled,Normal,0,0,0,1,1,0,Not Cancelled
251006D38TMYJ4,Selesai,2025-10-06 18:43:00,2025-10-06,2025-10-06 18:45:00,2025-10-07 23:59:00,2025-10-07 17:39:00,2025-10-09 12:28:00,2.0,1376.0,42.81666666666667,380.0,0,1,Not Cancelled,Normal,0,0,0,2,1,0,Not Cancelled
251006D3C7D7PA,Batal,2025-10-06 18:45:00,2025-10-06,2025-10-06 18:45:00,2025-10-07 23:59:00,,,0.0,,,,1,0,Pre-Fulfillment,Not Processed,0,0,0,1,1,0,Change Order
251006D3KNTG53,Batal,2025-10-06 18:49:00,2025-10-06,2025-10-06 18:49:00,2025-10-07 23:59:00,2025-10-08 18:19:00,,0.0,2850.0,,-1100.0,1,1,Post-Fulfillment Initiation,Slow,1,0,0,1,1,0,Delivery Failed
251006D3XAA3H1,Selesai,2025-10-06 18:55:00,2025-10-06,2025-10-06 18:55:00,2025-10-07 23:59:00,2025-10-07 18:42:00,2025-10-15 19:44:00,0.0,1427.0,193.03333333333333,317.0,0,1,Not Cancelled,Normal,0,0,0,1,1,0,Not Cancelled
251006D4KWPRCC,Selesai,2025-10-06 19:07:00,2025-10-06,2025-10-06 19:09:00,2025-10-07 23:59:00,2025-10-07 18:42:00,2025-10-16 17:09:00,2.0,1415.0,214.45,317.0,0,1,Not Cancelled,Normal,0,0,0,1,1,0,Not Cancelled
251006D4XNX8RH,Selesai,2025-10-06 19:13:00,2025-10-06,2025-10-06 19:13:00,2025-10-07 23:59:00,2025-10-07 13:43:00,2025-10-18 13:42:00,0.0,1110.0,263.98333333333335,616.0,0,1,Not Cancelled,Normal,0,0,0,1,1,0,Not Cancelled
251006D53HEU8X,Selesai,2025-10-06 19:16:00,2025-10-06,2025-10-06 19:16:00,2025-10-07 23:59:00,2025-10-07 13:44:00,2025-10-12 22:35:00,0.0,1108.0,128.85,615.0,0,1,Not Cancelled,Normal,0,0,0,1,1,0,Not Cancelled
251006D564CT6R,Selesai,2025-10-06 19:17:00,2025-10-06,2025-10-06 19:17:00,2025-10-07 23:59:00,2025-10-07 13:43:00,2025-10-18 13:56:00,0.0,1106.0,264.21666666666664,616.0,0,1,Not Cancelled,Normal,0,0,0,2,1,0,Not Cancelled
251006D5AT2TF9,Selesai,2025-10-06 19:20:00,2025-10-06,2025-10-06 19:20:00,2025-10-07 23:59:00,2025-10-07 18:43:00,2025-10-12 10:47:00,0.0,1403.0,112.06666666666666,316.0,0,1,Not Cancelled,Normal,0,0,0,1,1,0,Not Cancelled
251006D5YY8U58,Selesai,2025-10-06 19:31:00,2025-10-06,2025-10-06 19:32:00,2025-10-07 23:59:00,2025-10-07 13:45:00,2025-10-17 11:11:00,1.0,1094.0,237.43333333333334,614.0,0,1,Not Cancelled,Normal,0,0,0,1,1,0,Not Cancelled
251006D63KM496,Selesai,2025-10-06 19:34:00,2025-10-06,2025-10-06 19:34:00,2025-10-07 23:59:00,2025-10-07 13:44:00,2025-10-18 08:23:00,0.0,1090.0,258.65,615.0,0,1,Not Cancelled,Normal,0,0,0,1,1,0,Not Cancelled
251006D64QUAFN,Selesai,2025-10-06 19:34:00,2025-10-06,2025-10-06 19:34:00,2025-10-07 23:59:00,2025-10-07 18:43:00,2025-10-17 15:14:00,0.0,1389.0,236.51666666666668,316.0,0,1,Not Cancelled,Normal,0,0,0,1,1,0,Not Cancelled
251006D6N4CE00,Batal,2025-10-06 19:43:00,2025-10-06,2025-10-06 19:43:00,2025-10-07 23:59:00,,,0.0,,,,1,0,Pre-Fulfillment,Not Processed,0,0,0,1,1,0,Change Address
251006D6SBS4EA,Selesai,2025-10-06 19:46:00,2025-10-06,2025-10-06 19:46:00,2025-10-07 23:59:00,2025-10-07 18:46:00,2025-10-18 20:30:00,0.0,1380.0,265.73333333333335,313.0,0,1,Not Cancelled,Normal,0,0,0,1,1,0,Not Cancelled
251006D6XV60H0,Batal,2025-10-06 19:49:00,2025-10-06,2025-10-06 19:49:00,2025-10-07 23:59:00,,,0.0,,,,1,0,Pre-Fulfillment,Not Processed,0,0,0,1,1,0,Change Address
251006D71PR7EM,Selesai,2025-10-06 19:50:00,2025-10-06,2025-10-06 19:52:00,2025-10-07 23:59:00,2025-10-07 13:47:00,2025-10-08 14:55:00,2.0,1077.0,25.133333333333333,612.0,0,1,Not Cancelled,Normal,0,0,0,1,1,0,Not Cancelled
251006D74R1P9S,Selesai,2025-10-06 19:52:00,2025-10-06,2025-10-06 19:52:00,2025-10-07 23:59:00,2025-10-07 13:44:00,2025-10-13 20:12:00,0.0,1072.0,150.46666666666667,615.0,0,1,Not Cancelled,Normal,0,0,0,1,1,0,Not Cancelled
251006D7597M65,Selesai,2025-10-06 19:52:00,2025-10-06,2025-10-06 19:52:00,2025-10-07 23:59:00,2025-10-06 19:53:00,2025-10-11 13:26:00,0.0,1.0,113.55,1686.0,0,1,Not Cancelled,Normal,0,0,0,1,1,0,Not Cancelled
251006D7K3PMAK,Selesai,2025-10-06 20:00:00,2025-10-06,2025-10-06 20:00:00,2025-10-07 23:59:00,2025-10-07 13:46:00,2025-10-22 20:37:00,0.0,1066.0,366.85,613.0,0,1,Not Cancelled,Normal,0,0,0,2,2,0,Not Cancelled
251006D87ABC6N,Selesai,2025-10-06 20:11:00,2025-10-06,2025-10-06 20:11:00,2025-10-07 23:59:00,2025-10-07 13:42:00,2025-10-21 18:21:00,0.0,1051.0,340.65,617.0,0,1,Not Cancelled,Normal,0,0,0,1,1,0,Not Cancelled
251006D8FBRXY1,Selesai,2025-10-06 20:16:00,2025-10-06,2025-10-06 20:16:00,2025-10-07 23:59:00,2025-10-07 13:43:00,2025-10-15 20:24:00,0.0,1047.0,198.68333333333334,616.0,0,1,Not Cancelled,Normal,0,0,0,1,1,0,Not Cancelled
251006D8J3HJVJ,Selesai,2025-10-06 20:17:00,2025-10-06,2025-10-06 20:17:00,2025-10-07 23:59:00,2025-10-07 18:43:00,2025-10-16 21:13:00,0.0,1346.0,218.5,316.0,0,1,Not Cancelled,Normal,0,0,0,1,1,0,Not Cancelled
251006D9AHJ43T,Selesai,2025-10-06 20:31:00,2025-10-06,2025-10-06 20:32:00,2025-10-07 23:59:00,2025-10-07 13:44:00,2025-10-09 14:38:00,1.0,1033.0,48.9,615.0,0,1,Not Cancelled,Normal,0,0,0,2,2,0,Not Cancelled
251006D9AXXSBN,Batal,2025-10-06 20:31:00,2025-10-06,,,,,,,,,1,0,Pre-Fulfillment,Not Processed,0,0,0,1,1,0,Unpaid Order
251006DA11JV7Q,Selesai,2025-10-06 20:44:00,2025-10-06,2025-10-06 20:44:00,2025-10-07 23:59:00,2025-10-07 18:43:00,2025-10-10 11:34:00,0.0,1319.0,64.85,316.0,0,1,Not Cancelled,Normal,0,0,0,1,1,0,Not Cancelled
251006DA9DKHC3,Selesai,2025-10-06 20:48:00,2025-10-06,2025-10-06 20:49:00,2025-10-07 23:59:00,2025-10-07 13:44:00,2025-10-13 10:12:00,1.0,1016.0,140.46666666666667,615.0,0,1,Not Cancelled,Normal,0,0,0,2,2,0,Not Cancelled
251006DAY0XP2A,Selesai,2025-10-06 21:00:00,2025-10-06,2025-10-06 21:00:00,2025-10-07 23:59:00,2025-10-07 18:46:00,2025-10-27 09:08:00,0.0,1306.0,470.3666666666667,313.0,0,1,Not Cancelled,Normal,0,0,0,1,1,0,Not Cancelled
